Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Area µm^2	Perimeter µm
13.  AN83_coor_513_517.tif	334c327a-e171-4b2b-a6b7-85c3b88413ac	Annotation	Root		Root object (Image)	Polygon	4478.1	8217.3	NaN	NaN	NaN	5029	71603002	43534.1
13.  AN83_coor_513_517.tif	e5d5e3b3-459e-496f-a32a-4209619105e8	Annotation	Root		Root object (Image)	Polygon	4478.1	8217.3	NaN	NaN	NaN	5029	71603002	43534.1
13.  AN83_coor_513_517.tif	5a8a1d90-0b12-47c9-bd78-82f13f2bfd8c	Annotation	root	Left: root	Root	Polygon	2772.7	8252.6	997	0	NaN	2987	36061320.4	31487.8
13.  AN83_coor_513_517.tif	46dbe815-53ac-4415-9c67-b1ba0b8a363f	Annotation	grey	Left: grey	root	Geometry	2699.4	8117.7	8	0	997	2371	30534472.3	81163.2
13.  AN83_coor_513_517.tif	59e70192-5c82-47c1-b3eb-39f730205da3	Annotation	CB	Left: CB	grey	Geometry	2635.2	12155.7	512	0	8	184	5197495.5	25235.3
13.  AN83_coor_513_517.tif	0f6fae63-b491-454b-a805-d3bf5aeda8e6	Annotation	CBN	Left: CBN	CB	Geometry	3571.7	12456.3	519	0	512	1	329449.3	3242.9
13.  AN83_coor_513_517.tif	694a6531-6d1f-44e9-889e-51099290fbdd	Annotation	IP	Left: IP	CBN	Polygon	3316.9	12146.1	91	0	519	1	49801.6	828.63
13.  AN83_coor_513_517.tif	0511b73d-fc8e-476f-a96f-8255c67d799b	Annotation	FN	Left: FN	CBN	Polygon	3617.1	12511.5	989	0	519	0	279647.7	2414.3
13.  AN83_coor_513_517.tif	f37171e0-38f1-48a6-81cc-2125a0531017	Annotation	CBX	Left: CBX	CB	Geometry	2572.4	12145.1	528	0	512	182	4867552.1	23069
13.  AN83_coor_513_517.tif	e25713f4-d831-4f8b-b051-132ff3786a8b	Annotation	HEM	Left: HEM	CBX	Polygon	2132.8	12170.3	1073	0	528	63	3410551.6	16225.3
