Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Area µm^2	Perimeter µm
23.  AN83_coor_713_717.tif	6ce390b2-0799-4e71-89f1-ac02c81a2e8b	Annotation	Root		Root object (Image)	Geometry	4490.3	8071.2	NaN	NaN	NaN	5906	70871385.1	49287.7
23.  AN83_coor_713_717.tif	7115229f-7b1d-4568-81ec-70aa41d8460a	Annotation	Root		Root object (Image)	Geometry	4490.3	8071.2	NaN	NaN	NaN	5906	70871385.1	49287.7
23.  AN83_coor_713_717.tif	915e5a4c-a348-449d-be64-ebf064aa9f61	Annotation	root	Left: root	Root	Geometry	2755.5	8050.2	997	0	NaN	3405	34646646.2	33822.9
23.  AN83_coor_713_717.tif	52806001-39d1-4c4b-a944-a83357057627	Annotation	grey	Left: grey	root	Geometry	2744.5	7979.7	8	0	997	2740	31219473.2	90202.2
23.  AN83_coor_713_717.tif	f63afc69-0f78-4d82-ba92-3f036d2ba6dc	Annotation	CB	Left: CB	grey	Geometry	1854.5	11842.3	512	0	8	25	2074336.5	12719
23.  AN83_coor_713_717.tif	16659404-6a99-4288-adb3-c346ff925da6	Annotation	CBX	Left: CBX	CB	Geometry	1830.6	11850.6	528	0	512	23	1985142.9	11142.1
23.  AN83_coor_713_717.tif	f87b6239-bf50-4250-93ad-4324e3200483	Annotation	HEM	Left: HEM	CBX	Geometry	1827.2	11848.2	1073	0	528	23	1982217.6	10747.2
23.  AN83_coor_713_717.tif	4ff4c84f-53e3-4de5-aa6c-d7f2e3bd698f	Annotation	PRM	Left: PRM	HEM	Polygon	1884.7	12440.5	1025	0	1073	6	478594	2851.6
23.  AN83_coor_713_717.tif	ffd16201-c390-4df3-a134-12b6357dc0f3	Annotation	COPY	Left: COPY	HEM	Polygon	2525.4	12623.2	1033	0	1073	13	199875.1	1985.1
23.  AN83_coor_713_717.tif	d7f28699-b740-4b9b-862d-4c8d4fc91967	Annotation	PFL	Left: PFL	HEM	Geometry	1598	11651.7	1041	0	1073	2	1001642.8	7224.8
23.  AN83_coor_713_717.tif	9eead6be-e00c-4078-ad17-1a2768c72898	Annotation	FL	Left: FL	HEM	Polygon	2036.7	11049.1	1049	0	1073	2	302108.7	2805.6
23.  AN83_coor_713_717.tif	f11a9efd-5cb7-40b0-8443-2d6aa083c09c	Annotation	VERM	Left: VERM	CBX	Polygon	4171.7	13477.3	645	0	528	0	2908.5	391.89
23.  AN83_coor_713_717.tif	4a083d96-0655-4b0e-bb45-03a0dff3ee94	Annotation	UVU	Left: UVU	VERM	Polygon	4171.7	13477.3	957	0	645	0	2908.5	391.89
23.  AN83_coor_713_717.tif	9e6dd4de-2858-4fc6-be18-33277b7365a6	Annotation	CH	Left: CH	grey	Geometry	2425.3	6396.4	567	0	8	2170	18806718.9	47585.8
23.  AN83_coor_713_717.tif	8dbb8398-b34c-4ae0-a237-5a6dbc0465fb	Annotation	CNU	Left: CNU	CH	Geometry	2784	6663.2	623	0	567	808	5424216.2	15342
23.  AN83_coor_713_717.tif	23f4f635-1a52-4baf-84a8-6719d4b4bc20	Annotation	PAL	Left: PAL	CNU	Geometry	3039	7133	803	0	623	109	856117.1	9213.2
23.  AN83_coor_713_717.tif	f941e496-46a8-4ed1-89c5-f0df5b7dbd10	Annotation	PALc	Left: PALc	PAL	Polygon	3682.8	6742.8	809	0	803	15	203553	1741.7
23.  AN83_coor_713_717.tif	d4c4810a-650c-40d9-a799-52f3ab9b1096	Annotation	BST	Left: BST	PALc	Polygon	3682.8	6742.8	351	0	809	15	203553	1741.7
23.  AN83_coor_713_717.tif	d37f8589-2053-47b6-8562-3be17faa9d0c	Annotation	PALd	Left: PALd	PAL	Geometry	2557.2	7427.9	818	0	803	83	508894.3	4532.5
23.  AN83_coor_713_717.tif	6cd80226-1866-4185-a5c9-7b35e1687d7d	Annotation	GPi	Left: GPi	PALd	Polygon	2370.3	7760.3	1031	0	818	0	1804.6	264.34
23.  AN83_coor_713_717.tif	7eee54ff-62e4-48dc-a715-84e80c5b0fb4	Annotation	GPe	Left: GPe	PALd	Polygon	2557.9	7426.7	1022	0	818	83	507089.7	4389
23.  AN83_coor_713_717.tif	e4700d61-2dea-49e1-81aa-eb5de7550a92	Annotation	PALm	Left: PALm	PAL	Polygon	4397.6	6184.7	826	0	803	4	83163.6	1594.1
23.  AN83_coor_713_717.tif	b4e5769e-47ee-45ce-a4a3-b52e8b5b435f	Annotation	MSC	Left: MSC	PALm	Polygon	4397.6	6184.7	904	0	826	4	83163.6	1594.1
23.  AN83_coor_713_717.tif	0ac1a5f3-56e1-4625-bb29-fa4c4e7566b8	Annotation	MS	Left: MS	MSC	Polygon	4397.6	6184.7	564	0	904	4	83163.6	1594.1
23.  AN83_coor_713_717.tif	67f77a20-2318-4959-8e89-cee7ac42fe43	Annotation	STR	Left: STR	CNU	Geometry	2736.1	6575.2	477	0	623	699	4567986.6	13867.4
23.  AN83_coor_713_717.tif	1b4438ff-ff74-4835-8e86-2a946451dcd7	Annotation	LSX	Left: LSX	STR	Geometry	4059.1	6064.1	275	0	477	116	644191.7	3764.1
23.  AN83_coor_713_717.tif	496e1527-fa05-41a0-989e-b541b9c53589	Annotation	LS	Left: LS	LSX	Polygon	4048.5	6044.8	242	0	275	115	617357	3180.6
23.  AN83_coor_713_717.tif	7ccfcd93-fb3e-4f5d-a169-f160eb1a78c3	Annotation	LSr	Left: LSr	LS	Geometry	4169	5817	258	0	242	55	270910.1	2368.4
23.  AN83_coor_713_717.tif	60a696ae-dbd2-413a-8124-ce5cfd517407	Annotation	LSv	Left: LSv	LS	Polygon	3954.2	6222.9	266	0	242	60	346446.9	2625.6
23.  AN83_coor_713_717.tif	9f79f9ee-e22e-4c33-8daa-bf0a18facbf3	Annotation	SF	Left: SF	LSX	Polygon	4302.7	6509	310	0	275	1	26834.7	763.42
23.  AN83_coor_713_717.tif	596e50d5-8bf2-45b4-89a8-f5bfa6193274	Annotation	STRd	Left: STRd	STR	Polygon	2458.9	6689.8	485	0	477	565	3740533.3	9400.2
23.  AN83_coor_713_717.tif	3e98318f-13e0-455b-80ed-4ddaa96688ed	Annotation	CP	Left: CP	STRd	Polygon	2458.9	6689.8	672	0	485	565	3740533.3	9400.2
23.  AN83_coor_713_717.tif	fa4698ba-9687-47d6-9f61-53d5fbdbb2b2	Annotation	CTX	Left: CTX	CH	Geometry	2279.9	6288.2	688	0	567	1362	13382716.8	36454.6
23.  AN83_coor_713_717.tif	9cf989e1-0979-4aae-b39a-5781ccb6b0f7	Annotation	CTXpl	Left: CTXpl	CTX	Geometry	2282.1	6286.6	695	0	688	1332	13220565.1	36887.1
23.  AN83_coor_713_717.tif	79024680-19dc-4ddd-bb53-6dcaa4838655	Annotation	HPF	Left: HPF	CTXpl	Polygon	1441.1	9848.7	1089	0	695	203	3267919.8	9199.4
23.  AN83_coor_713_717.tif	e2581568-e26e-42be-ad2b-53223fc6a109	Annotation	HIP	Left: HIP	HPF	Polygon	1776.4	9427.7	1080	0	1089	108	1555463.6	4869.8
23.  AN83_coor_713_717.tif	9f601a64-7004-4182-89e9-e6f6c3564cc2	Annotation	DG	Left: DG	HIP	Polygon	2063.7	9806.7	726	0	1080	23	351257.3	2781.1
23.  AN83_coor_713_717.tif	d59b9e1e-ab8b-4d7f-b355-99cb9a1a86ac	Annotation	DG-sg	Left: DG-sg	DG	Polygon	2113	9798.1	632	0	726	5	75542.7	2123.1
23.  AN83_coor_713_717.tif	368ced6f-f661-442c-a266-e141fb7e3100	Annotation	DG-mo	Left: DG-mo	DG	Polygon	2029.8	9816.3	10703	0	726	13	216364.9	3296.1
23.  AN83_coor_713_717.tif	a8cdfa3e-8214-46f5-84bd-1bd50e8113ce	Annotation	DG-po	Left: DG-po	DG	Polygon	2124.6	9782.5	10704	0	726	5	59349.7	1193.3
23.  AN83_coor_713_717.tif	915fdbaa-2136-4843-9fd0-3c83d9faa3b4	Annotation	CA	Left: CA	HIP	Polygon	1692.6	9317.2	375	0	1080	85	1204206.2	4990.8
23.  AN83_coor_713_717.tif	d04c3d4e-c3c3-4bb7-96ce-2c4ab30cd788	Annotation	CA1	Left: CA1	CA	Polygon	1345.7	9453.6	382	0	375	47	554141.1	2965.4
23.  AN83_coor_713_717.tif	52b16fa7-52e1-4541-b2fc-5bf184d232ca	Annotation	CA2	Left: CA2	CA	Polygon	1526.2	9059.5	423	0	375	2	29850.6	1305.2
23.  AN83_coor_713_717.tif	275f280f-a2c2-4f67-93cf-9871c211b2e7	Annotation	CA3	Left: CA3	CA	Polygon	2010.7	9207.7	463	0	375	36	620214.6	3306.6
23.  AN83_coor_713_717.tif	4948bb1c-6fc2-4631-bbbe-f65ce1f116d0	Annotation	RHP	Left: RHP	HPF	Polygon	1135.7	10231.2	822	0	1089	94	1708667	7006.5
23.  AN83_coor_713_717.tif	0556f29c-6ae7-4d1c-a890-8ec05acefd58	Annotation	ProS	Left: ProS	RHP	Polygon	1403	9939.2	484682470	0	822	7	101102.2	1680.5
23.  AN83_coor_713_717.tif	6b73381d-fb23-4688-b220-7c14e68d4d38	Annotation	PRE	Left: PRE	RHP	Polygon	2001.6	10135.4	1084	0	822	4	72848.8	1237.1
23.  AN83_coor_713_717.tif	661258ee-c029-4c39-90de-c2e949d73c32	Annotation	PAR	Left: PAR	RHP	Geometry	2044.9	10319.3	843	0	822	4	77436.2	1248.9
23.  AN83_coor_713_717.tif	dce03182-ec83-4e98-ac92-8d113dd64a52	Annotation	ENT	Left: ENT	RHP	Polygon	966.24	10265.8	909	0	822	69	1301996.2	5342
23.  AN83_coor_713_717.tif	165ad7af-4b9a-4c2e-b880-03f3a52299a5	Annotation	ENTl	Left: ENTl	ENT	Polygon	726.13	10088.6	918	0	909	46	841875.3	3947
23.  AN83_coor_713_717.tif	83250205-67aa-4d8d-810b-79719cde51c3	Annotation	ENTl2	Left: ENTl2	ENTl	Polygon	553.35	10139.5	20	0	918	3	188619.8	2684.7
23.  AN83_coor_713_717.tif	1a3caeea-8923-4f0e-a739-376b06707b84	Annotation	ENTl6a	Left: ENTl6a	ENTl	Polygon	1017.8	10009.5	28	0	918	22	176125.5	2694
23.  AN83_coor_713_717.tif	24ae7f15-64d7-46e8-a29e-733dcf3068a9	Annotation	ENTl3	Left: ENTl3	ENTl	Polygon	691.27	10068.5	52	0	918	8	157176.1	2641.2
23.  AN83_coor_713_717.tif	e735659d-8fca-4204-8fe4-317e49bc9bbb	Annotation	ENTl1	Left: ENTl1	ENTl	Polygon	425.75	10168.7	1121	0	918	1	128169.7	2712.8
23.  AN83_coor_713_717.tif	02334179-325c-411a-852a-34483b7cd7cd	Annotation	ENTl5	Left: ENTl5	ENTl	Polygon	857.5	10074.1	139	0	918	12	191784.1	2745
23.  AN83_coor_713_717.tif	eb5113e5-f9d9-4985-8321-1f9360322b78	Annotation	ENTm	Left: ENTm	ENT	Polygon	1405.5	10589.9	926	0	909	23	460120.9	3061.1
23.  AN83_coor_713_717.tif	4ed5ee94-4f11-4dbc-bd3f-19ab75669bcc	Annotation	ENTm1	Left: ENTm1	ENTm	Polygon	1395.3	10734	526	0	926	1	107190.8	2930.8
23.  AN83_coor_713_717.tif	5241f504-921c-4e31-a30f-ba288e0ad6d1	Annotation	ENTm2	Left: ENTm2	ENTm	Polygon	1343.1	10676.2	543	0	926	4	115277.2	2594.3
23.  AN83_coor_713_717.tif	b368b252-1f35-4212-9f75-97948c4fdb3d	Annotation	ENTm3	Left: ENTm3	ENTm	Polygon	1397	10579.8	664	0	926	4	88218.6	2209
23.  AN83_coor_713_717.tif	a6102865-3c7f-4299-9513-f688435bfe50	Annotation	ENTm5	Left: ENTm5	ENTm	Polygon	1451	10472.5	727	0	926	9	91835.5	1888.8
23.  AN83_coor_713_717.tif	dfaabe9c-7b1f-468d-8295-4a42e99ddb58	Annotation	ENTm6	Left: ENTm6	ENTm	Geometry	1490.1	10352	743	0	926	5	57598.8	1249.5
23.  AN83_coor_713_717.tif	60d1b533-12b4-4eec-8216-d03f725cff5b	Annotation	SUB	Left: SUB	RHP	Polygon	1523.1	10132.2	502	0	822	10	155283.6	1788
23.  AN83_coor_713_717.tif	863e96d9-e8cf-4992-8f3a-d986c10e9d30	Annotation	OLF	Left: OLF	CTXpl	Geometry	3674.4	3594.9	698	0	695	719	4994584	16999.9
23.  AN83_coor_713_717.tif	79447350-747d-4267-b923-7f3a231af30e	Annotation	TT	Left: TT	OLF	Geometry	4185.1	4964.4	589	0	698	91	206459.4	2468.5
23.  AN83_coor_713_717.tif	11d96e03-1de0-498e-8791-7405361e54fe	Annotation	TTd	Left: TTd	TT	Geometry	4185.1	4964.4	597	0	589	91	206459.4	2468.5
23.  AN83_coor_713_717.tif	ab3fd50b-7f42-422b-a80c-42e05a03dd8c	Annotation	AON	Left: AON	OLF	Geometry	3438.3	4184.6	159	0	698	86	1011706.6	4642.2
23.  AN83_coor_713_717.tif	dc587674-cdce-4f3b-a8bd-2a849d622430	Annotation	DP	Left: DP	OLF	Polygon	4119.5	4901.8	814	0	698	35	245352.9	1955.8
23.  AN83_coor_713_717.tif	6175149b-8b82-4adf-81d1-f2b985c1bc02	Annotation	PIR	Left: PIR	OLF	Polygon	3159.5	4848.6	961	0	698	0	127096.5	1368.8
23.  AN83_coor_713_717.tif	d6ec186b-e79c-4996-bec5-45e0039239f2	Annotation	MOB	Left: MOB	OLF	Polygon	3726.3	3009.9	507	0	698	437	2398596.1	6856.4
23.  AN83_coor_713_717.tif	f3b566bd-71c0-411f-8f63-d00d4eda3ec3	Annotation	Isocortex	Left: Isocortex	CTXpl	Geometry	1433.9	6650.3	315	0	695	410	4958061.3	15084.1
23.  AN83_coor_713_717.tif	3905510b-42a6-4bca-9c4d-a2ae6be3e5be	Annotation	TEa	Left: TEa	Isocortex	Polygon	393.45	8090.7	541	0	315	0	2240.6	233.48
23.  AN83_coor_713_717.tif	65d9bc3e-c885-4a2a-bee8-9e69035dda2a	Annotation	TEa1	Left: TEa1	TEa	Polygon	393.45	8090.7	97	0	541	0	2240.6	233.48
23.  AN83_coor_713_717.tif	1291a670-57b7-4eed-baa9-630892253a8b	Annotation	GU	Left: GU	Isocortex	Geometry	1439.2	6058.8	1057	0	315	22	818443.2	4646.2
23.  AN83_coor_713_717.tif	ce870825-b5fb-4941-99a0-63b719baaed0	Annotation	GU1	Left: GU1	GU	Geometry	1227	5697.3	36	0	1057	3	84512.9	2362.5
23.  AN83_coor_713_717.tif	6c739d9a-1ba7-4560-b8e7-91e45e3bb78f	Annotation	GU6a	Left: GU6a	GU	Geometry	1618.5	6342.4	638	0	1057	11	210700.3	2698.9
23.  AN83_coor_713_717.tif	b6154c29-64ce-4e01-801a-4d2065b43773	Annotation	GU4	Left: GU4	GU	Geometry	1337.6	6018.7	148	0	1057	1	72397.2	2358
23.  AN83_coor_713_717.tif	1955176d-0832-4636-98c0-a804fbe85c45	Annotation	GU6b	Left: GU6b	GU	Geometry	1710.4	6455.3	662	0	1057	1	17873.3	1675.5
23.  AN83_coor_713_717.tif	056a752e-c076-446c-9228-04bfd3199293	Annotation	GU2/3	Left: GU2/3	GU	Geometry	1306.3	5817.6	180	0	1057	1	185135.7	2664.5
23.  AN83_coor_713_717.tif	0e873321-7372-4568-8dcb-da3cb208d728	Annotation	GU5	Left: GU5	GU	Geometry	1468.6	6104.3	187	0	1057	5	247823.8	2764.9
23.  AN83_coor_713_717.tif	6f725fb8-d46d-469d-9580-1ee023b9e4e9	Annotation	AI	Left: AI	Isocortex	Geometry	2147.1	5117.3	95	0	315	107	1321350.5	7177.3
23.  AN83_coor_713_717.tif	565f1a05-ddcf-4fc6-987e-ebfc73d50e72	Annotation	AId	Left: AId	AI	Geometry	2003.3	5206.8	104	0	95	82	968695.7	5826.4
23.  AN83_coor_713_717.tif	a208c08d-21db-4eb0-a6e8-e5d332a8ed1e	Annotation	AId5	Left: AId5	AId	Geometry	2033.2	5262	1101	0	104	46	425345.3	3255.9
23.  AN83_coor_713_717.tif	a4ba203e-e132-439d-87fd-5499cc93d041	Annotation	AId6a	Left: AId6a	AId	Geometry	2027.9	5757.4	783	0	104	20	163803.4	2606.4
23.  AN83_coor_713_717.tif	9be180a1-f9c8-4b23-ad5a-af5a7d3468ab	Annotation	AId6b	Left: AId6b	AId	Polygon	2181.8	5849.9	831	0	104	4	20967.7	1700.2
23.  AN83_coor_713_717.tif	8b7cd49e-61f8-4b53-abd9-148bcec0fe72	Annotation	AId2/3	Left: AId2/3	AId	Polygon	1927.7	4934.1	328	0	104	9	233989.8	3124.5
23.  AN83_coor_713_717.tif	4ed97831-0f49-40e8-afbe-905191d465f2	Annotation	AId1	Left: AId1	AId	Polygon	1980.5	4698.5	996	0	104	3	124589.6	3086.2
23.  AN83_coor_713_717.tif	c138f84f-82be-435a-9c81-a086f448f1e5	Annotation	AIv	Left: AIv	AI	Geometry	2542.2	4871.3	119	0	95	25	352654.8	3958
