Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Area µm^2	Perimeter µm
4. AN83_coor_333_337.tif	531f28b5-1a09-49e8-8d16-e59f9370c207	Annotation	Root		Root object (Image)	Polygon	4541.4	8690.2	NaN	NaN	NaN	2944	57057572.9	37912.7
4. AN83_coor_333_337.tif	ddb33221-913f-4868-b08e-19d78a2ffd7d	Annotation	Root		Root object (Image)	Polygon	4541.4	8690.2	NaN	NaN	NaN	2944	57057572.9	37912.7
4. AN83_coor_333_337.tif	83bdb86c-0edd-4ec6-988b-3774f4f88acb	Annotation	root	Left: root	Root	Polygon	2859.5	8742	997	0	NaN	1629	27609168	27150.8
4. AN83_coor_333_337.tif	92458ab7-6ae8-4127-9462-b4b87f660a0c	Annotation	grey	Left: grey	root	Geometry	2844.8	8746.1	8	0	997	1124	25352817.9	53817.7
4. AN83_coor_333_337.tif	e068493e-3c9f-4fd3-a79a-d4dbb88b88c8	Annotation	CB	Left: CB	grey	Geometry	3086.9	12105.9	512	0	8	72	5106477.5	20465.6
4. AN83_coor_333_337.tif	88f50ecb-ffde-48ec-810e-e36721f03382	Annotation	CBX	Left: CBX	CB	Geometry	3086.1	12107.3	528	0	512	72	5097446	20508.4
4. AN83_coor_333_337.tif	b061f73b-d796-4654-9f7b-1814868aa6e5	Annotation	HEM	Left: HEM	CBX	Geometry	2376.8	12044.4	1073	0	528	63	2570180.9	11732.3
4. AN83_coor_333_337.tif	0367e7d7-2bc5-41c7-ae9f-039d874c1a2e	Annotation	SIM	Left: SIM	HEM	Polygon	2476.6	11581.2	1007	0	1073	55	961912.8	7168.1
4. AN83_coor_333_337.tif	0b19a5d3-999f-45c0-b9e7-adbd11152221	Annotation	AN	Left: AN	HEM	Geometry	2317	12321.4	1017	0	1073	8	1608268.1	7856.2
4. AN83_coor_333_337.tif	fa36846e-b964-40d0-af56-1b051f39a02c	Annotation	ANcr1	Left: ANcr1	AN	Geometry	2173.8	12120.7	1056	0	1017	7	1159855.2	7359.3
4. AN83_coor_333_337.tif	305567ad-551d-4df7-914a-2c414f0d399b	Annotation	ANcr2	Left: ANcr2	AN	Polygon	2687.3	12840.6	1064	0	1017	1	448412.9	3291.2
4. AN83_coor_333_337.tif	6973839a-fcdf-4371-ad11-6ae7152d2f85	Annotation	VERM	Left: VERM	CBX	Geometry	3807.4	12171.3	645	0	528	9	2527362.6	12637.4
4. AN83_coor_333_337.tif	d593b6d1-e71e-460b-b995-cf15cd6e0691	Annotation	CENT	Left: CENT	VERM	Polygon	4023.5	11531.3	920	0	645	6	623273.4	3302.8
4. AN83_coor_333_337.tif	dc556720-2478-4575-91d1-efa53824b0d0	Annotation	CENT3	Left: CENT3	CENT	Polygon	4023.5	11531.3	984	0	920	6	623273.4	3302.8
4. AN83_coor_333_337.tif	f31f149b-808e-4488-af91-df71c3a7d702	Annotation	CUL	Left: CUL	VERM	Polygon	3622.8	11977.2	928	0	645	0	1033199.5	7998.8
4. AN83_coor_333_337.tif	e33edab8-d52e-437d-af1b-f0f8a681ebf3	Annotation	CUL4, 5	Left: CUL4, 5	CUL	Polygon	3622.8	11977.2	1091	0	928	0	1033199.5	7998.8
4. AN83_coor_333_337.tif	8fd6984e-fce4-4506-9272-59924a099c7e	Annotation	DEC	Left: DEC	VERM	Geometry	3813.2	12685.8	936	0	645	3	521227.8	5864.6
4. AN83_coor_333_337.tif	1543cdf7-92e8-4795-ad22-e0fd6b41e76e	Annotation	FOTU	Left: FOTU	VERM	Polygon	3958.7	13119.2	944	0	645	0	349661.9	2992.8
4. AN83_coor_333_337.tif	77b4b218-3f07-4f8f-9ea2-06f0f69cdc20	Annotation	CH	Left: CH	grey	Geometry	2602.1	7425.1	567	0	8	891	16774907.4	29479.5
4. AN83_coor_333_337.tif	d950c700-3642-448d-9f60-8d85c2695263	Annotation	CTX	Left: CTX	CH	Geometry	2602.1	7425.1	688	0	567	891	16774907.4	29479.5
4. AN83_coor_333_337.tif	293cfe91-46a2-476c-8cae-7e15f0c558f7	Annotation	CTXpl	Left: CTXpl	CTX	Geometry	2602.1	7425.1	695	0	688	891	16774907.4	29479.5
4. AN83_coor_333_337.tif	eed881e2-cff1-4fe4-a9be-983daab2ca7a	Annotation	HPF	Left: HPF	CTXpl	Geometry	3053.1	8611.9	1089	0	695	286	4743101.3	11070.8
4. AN83_coor_333_337.tif	76f789bf-73a6-4dfd-beb9-6546c6e1f96d	Annotation	HIP	Left: HIP	HPF	Geometry	3110.6	8289.9	1080	0	1089	227	3494512.4	8917.7
4. AN83_coor_333_337.tif	828f6366-04de-4d08-bff7-63e96b7efd55	Annotation	IG	Left: IG	HIP	Polygon	4430	7041.9	19	0	1080	4	20044.5	711.13
4. AN83_coor_333_337.tif	0db00dd5-f5b0-4f71-a811-0fc67d9812b3	Annotation	DG	Left: DG	HIP	Geometry	3181.8	8435.8	726	0	1080	9	846964.2	3762.8
4. AN83_coor_333_337.tif	1634c63b-3361-4014-9e51-02fda3be3653	Annotation	DG-mo	Left: DG-mo	DG	Geometry	3181.8	8435.8	10703	0	726	9	846964.2	3762.8
4. AN83_coor_333_337.tif	b454a5b0-3a4d-412f-8fa1-7db56b89433f	Annotation	CA	Left: CA	HIP	Geometry	3041.1	8258.4	375	0	1080	168	2556143.1	10070.6
4. AN83_coor_333_337.tif	3a4168c9-ef58-414d-b717-602bb3a97f2d	Annotation	CA1	Left: CA1	CA	Geometry	2970.7	8428.6	382	0	375	139	2075214.6	9860.3
4. AN83_coor_333_337.tif	389cd688-0aad-4e6c-88c5-585bba42aea5	Annotation	CA2	Left: CA2	CA	Geometry	3306.3	7643.1	423	0	375	7	182708.4	4282.7
4. AN83_coor_333_337.tif	e2227bfa-2cb6-4293-9200-448144017f44	Annotation	CA3	Left: CA3	CA	Geometry	3368.1	7450.6	463	0	375	22	298220	3722.6
