Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Area µm^2	Perimeter µm
20.  AN83_coor_653_657.tif	285fd107-fb5b-43de-bb69-19b0fb514f4c	Annotation	Root		Root object (Image)	Geometry	4490.3	8017.6	NaN	NaN	NaN	5826	71436382.1	48774.9
20.  AN83_coor_653_657.tif	b18b41dc-6931-43ab-a62d-8b02b6da4c14	Annotation	Root		Root object (Image)	Geometry	4490.3	8017.6	NaN	NaN	NaN	5826	71436382.1	48774.9
20.  AN83_coor_653_657.tif	7d530980-e316-4a2f-8181-7e9beac2dba6	Annotation	root	Left: root	Root	Polygon	2756.3	8086.7	997	0	NaN	3347	35029642.6	33160
20.  AN83_coor_653_657.tif	b17af01f-d486-4da7-ac98-5b6e01395ed3	Annotation	grey	Left: grey	root	Geometry	2743.3	7997.9	8	0	997	2842	31864871.5	91226.4
20.  AN83_coor_653_657.tif	7a135a4a-454d-497a-8041-d427d0e52015	Annotation	CB	Left: CB	grey	Geometry	2687.9	12353	512	0	8	79	4363463.8	17849.9
20.  AN83_coor_653_657.tif	5d48fe3b-54ae-4345-b5c6-7f1f6db72a24	Annotation	CBN	Left: CBN	CB	Polygon	2527.9	11754.6	519	0	512	12	262863.9	2707.8
20.  AN83_coor_653_657.tif	3c7cfbb4-abbf-4fdf-945f-30a9c1826f70	Annotation	IP	Left: IP	CBN	Polygon	2810.3	12081.2	91	0	519	0	65376.6	1159
20.  AN83_coor_653_657.tif	3a9c501f-765d-41ac-9171-c54a92774d31	Annotation	DN	Left: DN	CBN	Polygon	2435	11646.8	846	0	519	12	197487	1786.2
20.  AN83_coor_653_657.tif	f7bfa39d-2131-4359-a7ea-5ebe87311125	Annotation	CBX	Left: CBX	CB	Geometry	2697	12404.7	528	0	512	49	4037217.8	15479.6
20.  AN83_coor_653_657.tif	7a271a10-a297-41df-9fe9-818ec3a010ba	Annotation	HEM	Left: HEM	CBX	Geometry	2172.4	12305.3	1073	0	528	26	2626905.2	9050.5
20.  AN83_coor_653_657.tif	c5e875a4-75d6-47b7-a8b5-4030425f05f1	Annotation	PRM	Left: PRM	HEM	Geometry	1988.2	12474.6	1025	0	1073	16	1273470.1	4971.4
20.  AN83_coor_653_657.tif	fccda6a6-6575-4688-abee-3dc506004069	Annotation	COPY	Left: COPY	HEM	Polygon	2750.1	12571	1033	0	1073	3	842421.4	6361
20.  AN83_coor_653_657.tif	5e2bc81e-6a5f-4d82-8a98-ff2864960c29	Annotation	PFL	Left: PFL	HEM	Polygon	1679.2	11445.3	1041	0	1073	7	511013.8	3517.5
20.  AN83_coor_653_657.tif	886f44b4-9ba0-4362-8007-4d8d9276c26c	Annotation	VERM	Left: VERM	CBX	Geometry	3674.1	12589.9	645	0	528	23	1410312.6	7576.7
20.  AN83_coor_653_657.tif	94944d34-32db-444d-b233-e0e54894d31e	Annotation	CENT	Left: CENT	VERM	Geometry	2773.3	11078.9	920	0	645	0	433.83	185.18
20.  AN83_coor_653_657.tif	a373171d-71f7-43df-8cf4-06317dc5687b	Annotation	CENT3	Left: CENT3	CENT	Geometry	2773.3	11078.9	984	0	920	0	433.83	185.18
20.  AN83_coor_653_657.tif	74ab3ff9-ef3a-4492-8444-0ca68b0873a9	Annotation	CUL	Left: CUL	VERM	Polygon	2483.5	10845.8	928	0	645	16	179564.9	2054.8
20.  AN83_coor_653_657.tif	dc05b6dc-1c52-4723-a417-f6bfe4ad55d2	Annotation	CUL4, 5	Left: CUL4, 5	CUL	Polygon	2483.5	10845.8	1091	0	928	16	179564.9	2054.8
20.  AN83_coor_653_657.tif	26047481-edef-4dd1-9e91-cc107baa329a	Annotation	UVU	Left: UVU	VERM	Geometry	3899.8	13116	957	0	645	1	607594	3665.6
20.  AN83_coor_653_657.tif	fd9395ea-7bbd-4022-8bff-fa8550bdd317	Annotation	NOD	Left: NOD	VERM	Geometry	3798	12580.9	968	0	645	7	622719.6	4144.4
20.  AN83_coor_653_657.tif	fdf2ab94-0eb7-4096-a8a3-66c2383c7d73	Annotation	CH	Left: CH	grey	Geometry	2392.7	6337.8	567	0	8	2280	18578728	49954.1
20.  AN83_coor_653_657.tif	b6e46447-16ac-48c7-b7af-50105d9d0c97	Annotation	CNU	Left: CNU	CH	Geometry	2791.8	6456.8	623	0	567	827	5109128.3	15949.2
20.  AN83_coor_653_657.tif	64ee6108-c9cf-43b7-8ea1-35043eb35b56	Annotation	PAL	Left: PAL	CNU	Geometry	3258.8	6885.3	803	0	623	63	451775.3	8729.7
20.  AN83_coor_653_657.tif	d0edcca7-4cb9-40f0-9c3f-0c8302f0a618	Annotation	PALc	Left: PALc	PAL	Geometry	3534.7	6699.1	809	0	803	3	45869.5	1492.3
20.  AN83_coor_653_657.tif	c73e32a2-51f8-41a8-b6ee-a4094c8c9908	Annotation	BST	Left: BST	PALc	Geometry	3534.7	6699.1	351	0	809	3	45869.5	1492.3
20.  AN83_coor_653_657.tif	088f0240-ba07-416f-a595-3f4f94517c52	Annotation	PALd	Left: PALd	PAL	Geometry	2531.2	7288.2	818	0	803	56	217616.5	3151.2
20.  AN83_coor_653_657.tif	134e2fbf-79c2-434b-ad34-729396ace369	Annotation	GPe	Left: GPe	PALd	Geometry	2531.2	7288.2	1022	0	818	56	217616.5	3151.2
20.  AN83_coor_653_657.tif	c5a50025-d10f-449a-9d7c-d143c3d25ad7	Annotation	PALm	Left: PALm	PAL	Geometry	4197.4	6385.4	826	0	803	4	156869.6	2878.9
20.  AN83_coor_653_657.tif	e03a8708-90b5-4a72-8057-3aed20946672	Annotation	TRS	Left: TRS	PALm	Polygon	4096.5	6547.4	581	0	826	1	97384.3	1636.9
20.  AN83_coor_653_657.tif	43a5cd3a-a777-43e3-9a2b-2923d18fcca3	Annotation	MSC	Left: MSC	PALm	Polygon	4363	6122.4	904	0	826	3	59067.9	1240.4
20.  AN83_coor_653_657.tif	07195fec-5949-4f00-ab06-479dc3b0b1a6	Annotation	MS	Left: MS	MSC	Polygon	4363	6122.4	564	0	904	3	59067.9	1240.4
20.  AN83_coor_653_657.tif	5b725799-0c11-407a-ad5e-9b0ad3738d3b	Annotation	STR	Left: STR	CNU	Geometry	2746.4	6415.3	477	0	623	764	4657307.1	13517.3
20.  AN83_coor_653_657.tif	4b5cddb4-ad59-4510-96c0-9adabe3167dc	Annotation	LSX	Left: LSX	STR	Polygon	4010.3	5970.4	275	0	477	69	629125.3	3953.3
20.  AN83_coor_653_657.tif	caa58af7-cb46-431e-bc11-96433fa129a3	Annotation	LS	Left: LS	LSX	Polygon	3999.6	5909.2	242	0	275	64	548023.3	2927.1
20.  AN83_coor_653_657.tif	cffd41f1-e98a-472d-82b9-262b09151508	Annotation	LSr	Left: LSr	LS	Geometry	4010	5887.3	258	0	242	63	523940.2	3211.1
20.  AN83_coor_653_657.tif	a493f9e5-0b30-489e-a448-2b210a2e72a3	Annotation	LSv	Left: LSv	LS	Geometry	3773.6	6384.3	266	0	242	1	24083.1	686.36
20.  AN83_coor_653_657.tif	8bbd31c9-ae09-425c-bed3-677ae71bd2f8	Annotation	SF	Left: SF	LSX	Polygon	4079.8	6381.2	310	0	275	4	80989.5	2476.5
20.  AN83_coor_653_657.tif	868a361e-a2da-4c0b-b0f6-0a78a4ec1496	Annotation	STRd	Left: STRd	STR	Polygon	2495.6	6508.7	485	0	477	680	3870647.7	9578.9
20.  AN83_coor_653_657.tif	d3530dc7-66b9-459f-b05b-ee9089b436b0	Annotation	CP	Left: CP	STRd	Polygon	2495.6	6508.7	672	0	485	680	3870647.7	9578.9
20.  AN83_coor_653_657.tif	0d3ee400-ad67-4463-aaa5-320da3ea66ad	Annotation	CTX	Left: CTX	CH	Geometry	2241.4	6292.7	688	0	567	1453	13469609.9	35345.2
