Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Area µm^2	Perimeter µm
9. AN83_coor_433_437.tif	7726bf19-14c3-4f37-bf39-079b05057b2f	Annotation	Root		Root object (Image)	Geometry	4497.6	8519.9	NaN	NaN	NaN	4740	65352638.7	41684.5
9. AN83_coor_433_437.tif	6d3fcb12-cff6-4860-a370-7fa1009be49e	Annotation	Root		Root object (Image)	Geometry	4497.6	8519.9	NaN	NaN	NaN	4740	65352638.7	41684.5
9. AN83_coor_433_437.tif	f9c4c568-2adf-44d1-bc21-eed370c186f2	Annotation	root	Left: root	Root	Geometry	2727.2	8603.9	997	0	NaN	2691	31790446	29196.1
9. AN83_coor_433_437.tif	ef7b5b81-8a0e-4ccc-92ec-1ed454adeb42	Annotation	grey	Left: grey	root	Geometry	2672.1	8664.1	8	0	997	1861	27219821.5	75949
9. AN83_coor_433_437.tif	f2754f88-fe36-4983-8a0e-19431975ea40	Annotation	CB	Left: CB	grey	Geometry	2940.5	12066.8	512	0	8	170	6497313	27274.3
9. AN83_coor_433_437.tif	41440451-afd8-497e-abd9-91ab85109c74	Annotation	CBX	Left: CBX	CB	Geometry	2939.3	12070.7	528	0	512	168	6471237	27394.4
9. AN83_coor_433_437.tif	db79e327-96ce-4e17-98b3-8bf3994bd43e	Annotation	HEM	Left: HEM	CBX	Geometry	2250.7	12109.4	1073	0	528	79	3566770.7	16282.9
9. AN83_coor_433_437.tif	7cbc97b5-408e-491c-a5fc-40ebe3b47f9f	Annotation	PRM	Left: PRM	HEM	Polygon	3190.9	13102.8	1025	0	1073	0	313806.7	2807
9. AN83_coor_433_437.tif	d8290169-5f35-4000-b486-49b446c6319a	Annotation	SIM	Left: SIM	HEM	Polygon	2452.3	11406.6	1007	0	1073	62	871589	6872.6
9. AN83_coor_433_437.tif	3183fa90-59a7-4295-913f-3d4c91246efb	Annotation	AN	Left: AN	HEM	Geometry	2053	12235.8	1017	0	1073	17	2381375	9994.1
9. AN83_coor_433_437.tif	5e31f105-b77a-4352-bf6a-a3abd3daf4d9	Annotation	ANcr1	Left: ANcr1	AN	Polygon	1910.7	11827.6	1056	0	1017	5	1165367.1	7636.2
9. AN83_coor_433_437.tif	5e0834fe-527a-4b58-971d-74783720401e	Annotation	ANcr2	Left: ANcr2	AN	Geometry	2189.3	12627	1064	0	1017	12	1216007.8	6170.6
9. AN83_coor_433_437.tif	1718b556-61e6-4145-83cb-044585f954d0	Annotation	VERM	Left: VERM	CBX	Geometry	3785	12023.1	645	0	528	89	2904552	16010.3
9. AN83_coor_433_437.tif	575e4b9e-517d-4078-ad41-f355a248a29b	Annotation	CENT	Left: CENT	VERM	Polygon	3959	11455.9	920	0	645	16	1071895.3	6496.4
9. AN83_coor_433_437.tif	d78d5184-4bb9-4abb-b82b-94d85492aeec	Annotation	CENT2	Left: CENT2	CENT	Polygon	4168.7	11146.4	976	0	920	14	314977.3	2216
9. AN83_coor_433_437.tif	df0d514f-03c1-4868-917e-e703dac0a86c	Annotation	CENT3	Left: CENT3	CENT	Polygon	3871.8	11584	984	0	920	2	757192.6	5912.3
9. AN83_coor_433_437.tif	8e6454e2-08d8-4fed-a30b-724118ea3e27	Annotation	CUL	Left: CUL	VERM	Polygon	3468.2	11845.9	928	0	645	42	966240.9	9357
9. AN83_coor_433_437.tif	797ca9f1-2921-4ae0-a6f5-bd00a79b86c8	Annotation	CUL4, 5	Left: CUL4, 5	CUL	Polygon	3468.2	11845.9	1091	0	928	42	966240.9	9357
9. AN83_coor_433_437.tif	52c15e45-84a4-4734-a0ef-64bbb0b01343	Annotation	DEC	Left: DEC	VERM	Geometry	3913.7	12579.8	936	0	645	29	263548.7	2808.6
9. AN83_coor_433_437.tif	504664fa-ea39-429d-a616-cea513259e2c	Annotation	FOTU	Left: FOTU	VERM	Polygon	3696.3	13019.2	944	0	645	1	287486.4	2343.9
9. AN83_coor_433_437.tif	51874adf-5596-44a6-ae8b-2ccae7bb9d94	Annotation	PYR	Left: PYR	VERM	Polygon	4139	13129.9	951	0	645	1	313893.1	2549.5
9. AN83_coor_433_437.tif	337453ac-141a-4ab9-9c89-35fb277f748b	Annotation	CH	Left: CH	grey	Geometry	2328.3	7042.4	567	0	8	1239	16251647.1	41380
9. AN83_coor_433_437.tif	a52b2bfe-7c23-45e1-9bb4-d1474540d58f	Annotation	CNU	Left: CNU	CH	Geometry	3077.4	6914.1	623	0	567	287	1041515.7	6784.6
9. AN83_coor_433_437.tif	1bca7194-3325-4b60-a3fe-87216250575c	Annotation	PAL	Left: PAL	CNU	Polygon	4276.5	6911.2	803	0	623	2	32366.1	789.27
9. AN83_coor_433_437.tif	8e483386-b9ca-4c1b-8fa7-fbf5b0caa8af	Annotation	PALm	Left: PALm	PAL	Polygon	4276.5	6911.2	826	0	803	2	32366.1	789.27
9. AN83_coor_433_437.tif	5798ce6e-dc9e-4b09-bc3c-2a62f88cf340	Annotation	TRS	Left: TRS	PALm	Polygon	4276.5	6911.2	581	0	826	2	32366.1	789.27
