Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Area µm^2	Perimeter µm
8. AN83_coor_413_417.tif	b89d1b74-f39d-4213-9a35-118438068bad	Annotation	Root		Root object (Image)	Geometry	4462	8591	NaN	NaN	NaN	4483	63753010.4	37700.8
8. AN83_coor_413_417.tif	22410be6-3438-4c50-9140-40f70ccb0b76	Annotation	Root		Root object (Image)	Geometry	4462	8591	NaN	NaN	NaN	4483	63753010.4	37700.8
8. AN83_coor_413_417.tif	c3b75b47-9c91-4a2e-a3f1-e887a2573a70	Annotation	root	Left: root	Root	Polygon	2696.1	8631.1	997	0	NaN	2520	31067459.6	27686.5
8. AN83_coor_413_417.tif	9629ab4d-eca6-47f2-8e02-bdff1e8aa540	Annotation	grey	Left: grey	root	Geometry	2639.5	8685.5	8	0	997	1616	26791249.4	69918.4
8. AN83_coor_413_417.tif	8b0213b7-b340-404e-b1bd-6ff46aea25bf	Annotation	CB	Left: CB	grey	Geometry	2866.1	12111.4	512	0	8	129	6073890.8	26268.4
8. AN83_coor_413_417.tif	a07af805-8e94-4f48-85c7-9d472d86cb8a	Annotation	CBX	Left: CBX	CB	Geometry	2865.3	12114.2	528	0	512	129	6054806.6	26403.2
8. AN83_coor_413_417.tif	577bea4b-4ff8-4260-a06b-3de9da82c0c4	Annotation	HEM	Left: HEM	CBX	Geometry	2137.4	12090.3	1073	0	528	94	3186716.9	15114.1
8. AN83_coor_413_417.tif	97104f7b-e82a-4404-b912-6a992b9dcb89	Annotation	PRM	Left: PRM	HEM	Polygon	3160.6	13127	1025	0	1073	0	166314.5	1883.9
8. AN83_coor_413_417.tif	aa17e9d9-6d02-4498-8b4d-76621cc01fcb	Annotation	SIM	Left: SIM	HEM	Polygon	2268.1	11484.7	1007	0	1073	73	880314.2	6948.5
8. AN83_coor_413_417.tif	27d6639a-6216-4266-ac21-e14e39ae3a93	Annotation	AN	Left: AN	HEM	Geometry	2004.2	12258.9	1017	0	1073	21	2140088.3	9717.9
8. AN83_coor_413_417.tif	5c0b1961-bbb9-45ca-a9fe-5552b71564e3	Annotation	ANcr1	Left: ANcr1	AN	Geometry	1805	11873.7	1056	0	1017	7	1041716	8220.6
8. AN83_coor_413_417.tif	2bccb173-2906-42cf-9814-e34c5371e764	Annotation	ANcr2	Left: ANcr2	AN	Geometry	2193.1	12624.2	1064	0	1017	14	1098372.2	5652
8. AN83_coor_413_417.tif	945c03f1-6354-4811-a109-5b96f1c6c6b4	Annotation	VERM	Left: VERM	CBX	Geometry	3673.9	12140.7	645	0	528	35	2868148.5	15717.4
8. AN83_coor_413_417.tif	4a7a1f4b-7ed5-459f-b2c0-5ef09336eae2	Annotation	CENT	Left: CENT	VERM	Polygon	3840.9	11605.8	920	0	645	13	1010219.4	6204.4
8. AN83_coor_413_417.tif	dd958d1e-cd90-4cc3-b993-305330edec85	Annotation	CENT2	Left: CENT2	CENT	Polygon	4082.2	11268.4	976	0	920	2	228848.4	1920.8
8. AN83_coor_413_417.tif	06a9af95-e322-4998-9d99-9e91ab6e3ded	Annotation	CENT3	Left: CENT3	CENT	Polygon	3770.2	11705	984	0	920	11	780789.8	5663.5
8. AN83_coor_413_417.tif	6304fd48-393d-4583-ace1-71eed4fd0961	Annotation	CUL	Left: CUL	VERM	Polygon	3365.1	11976.9	928	0	645	7	1014465.3	9409.8
8. AN83_coor_413_417.tif	bb71c978-f7a6-4322-828d-4b8c17ee9913	Annotation	CUL4, 5	Left: CUL4, 5	CUL	Polygon	3365.1	11976.9	1091	0	928	7	1014465.3	9409.8
8. AN83_coor_413_417.tif	e8f229a4-4fc5-4878-8413-20c42e5bbf6d	Annotation	DEC	Left: DEC	VERM	Polygon	3799.6	12670	936	0	645	14	286312.2	3055.9
8. AN83_coor_413_417.tif	f31b90cc-2cd4-4a2c-ba24-f7afad82a3d9	Annotation	FOTU	Left: FOTU	VERM	Polygon	3834.6	13118.3	944	0	645	1	508879.8	2997.6
8. AN83_coor_413_417.tif	ef1dca09-a674-42fc-b89b-6d7d8ce05294	Annotation	PYR	Left: PYR	VERM	Polygon	4238.2	13334.9	951	0	645	0	47760.9	1334.8
8. AN83_coor_413_417.tif	812bb118-73f1-4e5c-87cf-74c639e1fd4e	Annotation	CH	Left: CH	grey	Geometry	2353.6	7157	567	0	8	1217	16814749.6	36188.2
8. AN83_coor_413_417.tif	575181f9-5a51-479e-a529-bba94d7f0b66	Annotation	CNU	Left: CNU	CH	Geometry	3211.2	7168.5	623	0	567	131	420786.5	5284.1
8. AN83_coor_413_417.tif	3bf50851-5b1d-4c39-b301-2e5e02a8a020	Annotation	PAL	Left: PAL	CNU	Polygon	4146.5	7113	803	0	623	2	41982.9	861.68
