Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Area µm^2	Perimeter µm
10.  AN83_coor_453_457.tif	ef507a4f-3c0d-4a34-a7d5-495064819385	Annotation	Root		Root object (Image)	Geometry	4473	8399.9	NaN	NaN	NaN	4725	67737252.6	43417.4
10.  AN83_coor_453_457.tif	52470ca5-d541-4235-96c2-fce717640c62	Annotation	Root		Root object (Image)	Geometry	4473	8399.9	NaN	NaN	NaN	4725	67737252.6	43417.4
10.  AN83_coor_453_457.tif	a247e80a-01d3-483a-83f7-8f4bfb83ef39	Annotation	root	Left: root	Root	Geometry	2700.3	8436.9	997	0	NaN	2593	32683162.2	31458.2
10.  AN83_coor_453_457.tif	6c6b71fd-497a-4d2a-aec9-8df344dac864	Annotation	grey	Left: grey	root	Geometry	2626.3	8398.4	8	0	997	1710	27665598	76594.8
10.  AN83_coor_453_457.tif	c457f11f-66d7-4423-8b20-46227f0b0431	Annotation	CB	Left: CB	grey	Polygon	2751.2	12099	512	0	8	108	5796897.8	25619.7
10.  AN83_coor_453_457.tif	a1344b0e-3adb-4c6a-b5ad-5d31d4236beb	Annotation	CBX	Left: CBX	CB	Polygon	2749.1	12104.8	528	0	512	108	5761111.7	25801.1
10.  AN83_coor_453_457.tif	6d62511e-80ca-4150-ab41-6362a2ba6b48	Annotation	HEM	Left: HEM	CBX	Polygon	2171.3	12138.1	1073	0	528	77	3496754.3	17002.3
10.  AN83_coor_453_457.tif	c5781305-9a12-4e8a-b5c5-2cc38dc68549	Annotation	PRM	Left: PRM	HEM	Polygon	3102.6	13113	1025	0	1073	4	449595	3415.8
10.  AN83_coor_453_457.tif	5c96d2e7-95a8-4ce0-86a3-ca246631db65	Annotation	COPY	Left: COPY	HEM	Polygon	3443.9	13445.3	1033	0	1073	0	1649.7	185.31
10.  AN83_coor_453_457.tif	6eadba04-cb69-4278-9beb-b029b170b0f8	Annotation	SIM	Left: SIM	HEM	Polygon	2339.5	11393.9	1007	0	1073	54	766352.3	6685.8
10.  AN83_coor_453_457.tif	cf61c268-84fc-4ddd-854d-a3636739291a	Annotation	AN	Left: AN	HEM	Polygon	1930.1	12195	1017	0	1073	19	2279157.3	10009.5
10.  AN83_coor_453_457.tif	19dbb52e-360d-49df-b87e-340caade5427	Annotation	ANcr1	Left: ANcr1	AN	Geometry	1790.3	11772.8	1056	0	1017	2	1066762.1	7274.9
10.  AN83_coor_453_457.tif	b9feb3f6-c72e-4b1c-879a-ee5492174a42	Annotation	ANcr2	Left: ANcr2	AN	Polygon	2053	12566.6	1064	0	1017	17	1212395.2	6430.7
10.  AN83_coor_453_457.tif	71fca941-7bed-4b25-a1e8-02640f1a69a3	Annotation	VERM	Left: VERM	CBX	Geometry	3685.9	12054.3	645	0	528	119	2642360.5	16284.1
10.  AN83_coor_453_457.tif	73faad56-e9cd-41ce-be1b-d822dc62b25c	Annotation	CENT	Left: CENT	VERM	Geometry	3815.9	11510	920	0	645	66	1086599.6	6604.3
10.  AN83_coor_453_457.tif	3d98c629-f957-4e89-b941-bb127c5339ae	Annotation	CENT2	Left: CENT2	CENT	Polygon	3957.7	11245.7	976	0	920	2	426896.8	2544.9
10.  AN83_coor_453_457.tif	e68371e5-c7d3-4565-bae6-1884c7ba6f0b	Annotation	CENT3	Left: CENT3	CENT	Geometry	3724.4	11681.9	984	0	920	64	658975.9	5983.8
10.  AN83_coor_453_457.tif	82a28d72-819f-47a8-a453-f374fd33e567	Annotation	CUL	Left: CUL	VERM	Geometry	3321.1	11859.5	928	0	645	50	790321.7	9085.8
10.  AN83_coor_453_457.tif	7efbfbaf-6a06-4644-972a-398748ae7546	Annotation	CUL4, 5	Left: CUL4, 5	CUL	Geometry	3321.1	11859.5	1091	0	928	50	790321.7	9085.8
10.  AN83_coor_453_457.tif	52b91166-7edf-4737-b95d-d49c417e65ef	Annotation	DEC	Left: DEC	VERM	Geometry	3897.9	12662.1	936	0	645	3	194094.1	2690.2
10.  AN83_coor_453_457.tif	558a534d-3758-4577-a1b3-db02bf135670	Annotation	FOTU	Left: FOTU	VERM	Polygon	3516	13024.7	944	0	645	0	92629.5	1534.4
10.  AN83_coor_453_457.tif	6ad47194-2bfd-46fc-a565-c7d0e6236bd4	Annotation	PYR	Left: PYR	VERM	Polygon	3940.3	13177.5	951	0	645	0	478444.1	2975
10.  AN83_coor_453_457.tif	08ee063c-8201-427c-837c-1c170d059396	Annotation	CH	Left: CH	grey	Geometry	2333.2	6813.7	567	0	8	1078	16730202.8	41170.5
