Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Area µm^2	Perimeter µm
3. AN83_coor_313_317.tif	9e0f5db6-1dae-48f4-8c27-66e330544d40	Annotation	Root		Root object (Image)	Geometry	4551.2	8721.3	NaN	NaN	NaN	2515	54629514.1	53914.4
3. AN83_coor_313_317.tif	3c170f88-f6cc-4bbd-aa2b-b7063ac23ba5	Annotation	Root		Root object (Image)	Geometry	4551.2	8721.3	NaN	NaN	NaN	2515	54629514.1	53914.4
3. AN83_coor_313_317.tif	5b182c62-b314-4b3b-a312-55b1f67f8726	Annotation	root	Left: root	Root	Geometry	2872.3	8729.1	997	0	NaN	1353	25891631.9	28030.3
3. AN83_coor_313_317.tif	4b992935-d0f7-46a1-b11f-56826036bf4a	Annotation	grey	Left: grey	root	Geometry	2858.4	8727	8	0	997	922	23856831.1	51693.4
3. AN83_coor_313_317.tif	0f9a6506-0a13-441f-bc5a-e2f8d61ee752	Annotation	CB	Left: CB	grey	Geometry	3083.3	12095.5	512	0	8	84	4641286.1	18761.9
3. AN83_coor_313_317.tif	88abc21e-0b2a-4abf-bc8c-4b71e361c651	Annotation	CBX	Left: CBX	CB	Geometry	3082.4	12097	528	0	512	84	4631900.6	18788.9
3. AN83_coor_313_317.tif	5e220e57-dec8-4821-99a8-28643e726f18	Annotation	HEM	Left: HEM	CBX	Geometry	2360.2	12011.3	1073	0	528	78	2235742.9	9827.2
3. AN83_coor_313_317.tif	74c520b8-9d16-4c54-b435-74756e326f94	Annotation	SIM	Left: SIM	HEM	Polygon	2463.6	11627	1007	0	1073	59	948235.3	7191.6
3. AN83_coor_313_317.tif	c10e3eb0-ba22-4844-8b2d-0c3c0729fd05	Annotation	AN	Left: AN	HEM	Geometry	2284.1	12294.4	1017	0	1073	19	1287507.6	6022.1
3. AN83_coor_313_317.tif	e41dd422-8724-4c99-b483-80f4a1012402	Annotation	ANcr1	Left: ANcr1	AN	Geometry	2209.1	12196.9	1056	0	1017	18	1099802.5	5719.2
